,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,VIT_POST
44,1.3426619205553265,-0.9570822008292788,0.46192388683312113,0.6667277317813626,-1.2700897341377748,-0.7683131460931837,1.2000357041393983,-0.13701915745089935,-0.2173789623614429,-1.9332432750407655,-0.47949555685055983,0.15239591409294617,-0.4721849911419084,-0.08449307576322539,-0.3665372631402849,2.0080483222562475,-0.7912431249060937,0.10413065038620152,0.459101794891097
46,-1.6047695674750346,-0.9570822008292788,-0.7035489131381217,-1.3823316761862015,-0.3793746723502766,-0.32981247246927087,0.09988983146988357,0.041731455857074724,-0.880813215143852,-0.3652912729840758,0.7209531476598838,-1.7617429441417445,0.2295537100024028,2.1123268940806423,0.10853837137478067,0.44177063089637425,-0.15304003150468357,0.00980750177216421,0.577942046053866
10,-0.8434753602513525,0.14074738247489393,0.1257577096060993,-1.0286577014354845,-1.8466686803841466,-2.668482731796808,1.287426765264638,-2.508139250359803,-0.18523693966569768,-1.768592139942662,0.22175888938313779,0.14168782927026224,-0.18349439227133318,-0.8167663990445146,0.06639287219215555,0.44177063089637425,0.1476818483591728,0.9771712685232621,0.109181527151188
49,-0.3800025760937698,0.14074738247489393,-0.9237422044858379,0.8872058830024911,0.6405736015269254,-0.32981247246927037,0.7068578780221314,0.4520203227585721,0.3385493672407347,0.08283961610739651,-0.9049114089629071,0.6039592799769083,-1.0318030469391823,0.2816435858774193,-1.677765948882323,0.44177063089637425,-1.3294695659511466,1.5189158574154813,0.726641060477684
2,0.5030927690981749,1.2385769657790666,0.3550146660994523,-0.8449110856593155,1.4219374838539052,0.4010219835705854,0.49170862254231995,0.9785161028180627,1.0924850451783694,0.5182351751535089,0.7486409496391982,1.311917265910625,0.7351609598586987,-0.08449307576322539,0.3026697248226405,-1.1245070604634988,0.8011523018061646,0.3882436831843863,0.927644468795421
15,1.220880133797242,1.2385769657790666,0.4621155066923286,0.8033472331740492,0.885122602865904,-0.32981247246927037,-1.368036835706178,0.6679436177828424,-1.1804877570261487,0.9867432764340496,1.6208718667436117,-0.6282408730283132,1.349537722578978,3.576873540643221,-0.08203366880182725,-1.1245070604634988,0.8632070066681244,-1.2464098755174187,1.04231088351816
39,0.8233100272264914,-0.9570822008292788,0.7563766513706126,2.265104069281998,-0.4370325669749139,-0.6221462548852128,1.8471840524825127,-0.908636816762254,1.9642913414104668,-0.23376621544694734,-1.4338389196124464,0.8605444943947937,-1.1976647116663783,-1.1829030606851594,0.20333465483188126,0.44177063089637425,0.163104889190222,1.429831610813047,0.631907756923798
23,0.1346354805942979,1.2385769657790666,0.1439324220646793,-0.7608826359342921,0.9802581289965553,-0.18364558126129943,-0.7608088623303192,1.4015921172496937,0.8437998818062847,1.065321019729162,-0.8386418449220661,0.38388945374451366,-0.9326326449984497,-0.8167663990445146,0.03802919420905246,-1.1245070604634988,-0.11112716298639314,0.11056826169951552,1.21882291041857
17,1.2862986191187855,-0.9570822008292788,0.06125638307163128,0.23983002951664853,-0.49866686812538796,-0.7683131460931837,-0.09906458229380655,0.7380872687582164,-0.17761587257704903,-0.7697038466394431,0.44555494023620484,0.5541591429817811,0.640108361022741,0.2816435858774193,-0.008971952142828124,0.44177063089637425,-0.3356592825116499,0.4019621095002845,0.833852770256274
38,0.1865436998903791,-0.9570822008292788,0.8825514440489772,0.080753618903455,-0.4370325669749139,1.1318564396104407,0.44802147817371396,-0.894361546317583,1.9003499060117512,-0.2031763283716749,0.16001694525845103,2.0432047124962462,-0.36953861698598833,-1.1829030606851594,0.22252204520425053,0.44177063089637425,-0.061107611454838985,1.1593231778840325,0.602427407163201
13,-0.008784885920166935,-0.9570822008292788,-1.1203902782792465,-0.07722724930029058,-1.1547739448885004,0.2548550923626129,0.7261896778717887,-0.8055742826285095,-1.9703395343101164,-0.7124079779188636,1.9552600004013436,-1.2522142203934337,1.7852872776188642,-0.45062973740387,-0.07996526283364706,0.44177063089637425,0.8518858592424666,-0.45135271003518557,0.923085074995476
8,-0.4553150171650997,0.14074738247489393,-0.16253587953159462,-0.7040967362308139,0.7141371222549106,0.8395226571944977,0.37422784123829833,-0.07980123943378985,0.3733836104715712,-0.5795649389065536,-0.563296427365749,0.684757632422191,-0.1334819590723532,0.2816435858774193,0.926049023611658,0.44177063089637425,0.616471483574164,0.17625752798682695,0.459795235283941
42,1.165156569161235,-0.9570822008292788,1.7316451600272866,1.8237784064891729,-0.924142366389952,0.4010219835705854,-2.143300664451676,-1.1162154854447641,0.8503068337958954,-0.34525397592502205,1.9761793047333125,0.3272756959134252,1.5573894503691137,0.6477802475180638,0.5292251392606221,2.0080483222562475,0.16579496902974478,-2.1987007022681264,0.703799873601954
26,0.7762085192891974,1.2385769657790666,0.11304834102322579,1.3588776305780685,1.0362260508477117,2.155024678066238,0.8580030050958308,-0.12295817651265016,-1.2002155028281807,0.9110830236078163,-0.959816102125783,-0.3712730280452892,-0.8427168360675059,-0.8167663990445146,-1.8609466379318405,-1.1245070604634988,-2.133037095388267,-0.28136429261163926,0.835519040951059
37,-1.510183400416095,-0.9570822008292788,-1.2667238836025614,-1.2990708558928747,-0.11693184164503155,0.6933557659865273,-1.1484908496566661,0.6394292337818768,-1.8811217415077959,-0.014313651649709252,0.7258604059321132,-1.9856070075580126,0.44639767476285974,0.2816435858774193,0.8980392273628907,0.44177063089637425,0.2543709515947178,-1.787351952542429,0.735792567033412
5,0.6322222325769026,1.2385769657790666,-1.4744083561087704,0.652549230222389,1.1376244172565562,1.1318564396104407,0.6065871245780935,0.022117460656923063,-0.1736328396129783,1.1488396362769213,-0.2933377217435326,1.5973627574385216,0.0068523323758232,-0.8167663990445146,-1.65842014284679,-1.1245070604634988,-1.4937443093279898,0.4620816953544974,0.802172147962782
11,0.02462780973226886,0.14074738247489393,0.35031543786697694,-1.0863355006711948,-1.8466686803841466,-2.96081651421275,0.3457970339346145,-2.3969176364988254,0.16908830029977198,-1.8646088819448257,0.4120420490972113,1.6693183829844735,-0.011429996666422892,-0.8167663990445146,0.6697726552511811,0.44177063089637425,0.8239928172418045,0.8939896418122468,0.0978706918111662
32,1.53507982543808,-0.9570822008292788,2.4654470628583045,-0.12399103826152821,-1.0851868306863521,1.570357113234353,-0.20385363331487555,-0.4929569392715028,1.2643379151850398,0.46534576873670647,0.6594784975482764,0.6933652917143112,0.5138049631277617,0.2816435858774193,0.8879612418040618,0.44177063089637425,0.5495273883890646,-0.9525907593865566,0.750556031784209
9,-0.061115752826742795,0.14074738247489393,-0.09476354727458446,0.46211158030035554,0.7141371222549106,-0.47597936367724236,0.29637599030720696,0.051164216133442485,0.7741303681035929,-0.4526693768991449,-0.6684367348186265,1.1631036908204715,-0.302799522434171,0.2816435858774193,0.990661736707841,0.44177063089637425,1.195283204487121,0.13919778548270342,0.452942620935574
18,-2.1754966828478124,1.2385769657790666,-1.9846381501566828,-0.5514118344236753,1.3821734185955348,0.6933557659865273,-0.5238926516863345,1.5037403207397433,-0.8094364483538661,0.9510820772686179,-0.22129312272438828,-0.9001146292963982,-0.6027462626794635,0.2816435858774193,-0.2855858456874595,-1.1245070604634988,-0.5320301375737776,-0.6809427041221016,0.929530955825215
31,0.3720177245604182,-0.9570822008292788,1.5437417781312208,0.9472416636083096,-1.4211931821195827,-0.6221462548852118,-2.254399734520757,-2.03994632372111,1.00619194649291,-1.6737945246997208,-1.94195452786633,0.4235531727772252,-1.7633747178785475,-1.1829030606851594,0.4591885362110781,0.44177063089637425,-0.16475684323285,-2.6908801695086497,0.510021287773309
24,0.47512091401409545,-0.9570822008292788,-0.22005323955040504,-0.028166468573288344,-0.9420361957562187,0.6933557659865273,-0.12076034593329868,-0.12533772066536297,-0.015196166281521381,0.3155914943880073,-0.05070538589661466,0.6340840149574023,-0.36394073327937737,-1.1829030606851594,-0.17528820299597211,0.44177063089637425,-0.6731121438248694,0.7930860749581246,0.842030890668325
43,0.9933080330612081,-0.9570822008292788,2.300774813266565,0.07418952338483259,-0.924142366389952,-0.03747869005332797,0.6521604748954596,-1.1859265794146736,0.6002979261514959,-0.3312084040826294,0.7703404700118719,-0.39606670789663706,0.5190407914217448,0.6477802475180638,0.7493711993775145,2.0080483222562475,-0.01703914416597587,0.41756246920429196,0.68234117167954
12,0.6281915133901631,-0.9570822008292788,-0.05332069931291505,0.8960652668400126,-1.1547739448885004,-0.7683131460931837,0.5535512862590518,-0.9980777919658227,-1.0375990796566292,-0.8971924583452701,-2.665534087491502,-0.487968350726359,-2.9880079940647652,-0.45062973740387,-0.6303828845288203,0.44177063089637425,-1.163116571633098,0.9540768328421916,0.928214141031499
35,0.7030366939137821,1.2385769657790666,-0.34913950835890145,2.398052490284341,1.03821425411063,0.8395226571944987,2.1499994006832237,0.8968309626928117,0.7660127777616749,0.9110830236078163,1.3736863839931361,0.6691548782266628,2.1111350485189337,0.2816435858774193,-2.2931470668838903,-1.1245070604634988,-2.004562929309057,2.347064543881567,1.1166911274994
45,0.9412679620846183,-0.9570822008292788,0.2200038987630535,1.5471425334586522,-1.2700897341377748,-0.7683131460931837,0.8580258783476926,-0.2514595661314976,-0.5445986572374578,-1.874178800758331,-2.0414567713039315,-0.2946928116027212,-1.2558075917083735,-0.08449307576322539,-1.1602056408749957,2.0080483222562475,-1.350102072433593,-0.07618978123514565,0.504237500175101
1,0.44892088584211487,1.2385769657790666,-0.783748104733622,0.23657258941256426,0.9547097170680523,1.570357113234354,0.15036082621918972,0.6949381220122758,-0.5490591947355078,1.8479244026286434,0.03599942400181018,-0.3059309563652929,0.6419295241396227,-0.8167663990445146,-2.623043337217039,-1.1245070604634988,-0.8920651881129359,0.15264205499930417,1.08718470053782
28,-1.0671106659464382,-0.9570822008292788,-0.573397901012338,-1.8820567062705476,0.6723848537336218,0.6933557659865273,0.010520269878375177,0.4586923788035962,-0.5890075027173469,1.0440722045772353,0.012563719005822396,-1.4066625674198163,0.23348886523764287,-1.1829030606851594,0.2755933904289766,-1.1245070604634988,0.5160578927713253,-0.6324752721227648,1.12245575970617
41,-0.6567932155456281,1.2385769657790666,-0.14816863475672892,-0.5113634177246321,-0.04734472744288326,0.10868820115464246,-1.1311769299892502,-0.8244918338450196,-0.9855345333276673,0.09638482158096347,0.597598258107441,-1.7070571709644398,1.3723700869554027,-0.08449307576322539,0.07108342430097207,-1.1245070604634988,-0.17539266427340683,-1.2149993257373555,0.69568509765625
0,-0.3827863543802777,1.2385769657790666,1.242790619384294,0.018934162718546706,0.9547097170680523,0.2548550923626129,-0.39734427515539084,0.7870686210254968,-0.3867095896923447,1.837890364528845,-0.4965752962187348,-0.5036522646911187,0.40265679901708923,-0.8167663990445146,1.7945850924528146,-1.1245070604634988,2.3136610995214606,-0.4319349481441135,1.08631560826066
19,-2.264845783866162,1.2385769657790666,-1.8019622604191492,-0.6175333320610933,1.3821734185955348,0.6933557659865273,-0.3966899431980035,1.4683835374079584,-0.7450590264365021,0.9781955297501029,-0.018551274938464958,-0.8421266116602341,-0.4682727399698959,0.2816435858774193,-1.170926427344892,-1.1245070604634988,-1.5528870854084484,-0.6285969512399323,0.912335816122369
48,-0.8119678835908042,0.14074738247489393,-0.4056479475288712,-0.8876656772575505,0.6405736015269254,-0.18364558126129943,-0.8167479480455331,0.3971373537269224,-0.15524455692343367,0.10477798933868017,-0.15760639438460003,-0.24623149228468263,-0.09258059367489925,0.2816435858774193,0.9278052939855105,0.44177063089637425,0.8281111564988067,0.2802943204867792,0.705468755592714
7,0.873345301118118,-0.9570822008292788,0.6589452443219793,0.14832946296545144,-0.7292984466239367,-1.2068138197170977,-0.721039116243461,0.07178496605188955,1.7214892337556116,-0.8568309503502946,-0.06519660021512531,1.0256649014003107,-0.36716638106832,1.0139169091587086,0.7989757919931382,0.44177063089637425,0.8404709607005887,0.4796457291084829,0.520659359728442
36,-0.5307168943113647,-0.9570822008292788,-0.9243684365257833,-0.7892280786158782,-0.11693184164503155,0.5471888747785558,-1.8056846960141675,0.39205243806367274,-0.9144060243990441,-0.06267670970759423,-0.3363629768065388,-1.105641744673715,-0.6121012426555774,0.2816435858774193,0.4409680730814932,0.44177063089637425,0.6284586024098825,-1.2806536615951254,0.724664759206894
34,-0.8696055383557907,1.2385769657790666,-0.964686315274384,0.13256597128266806,1.03821425411063,-0.7683131460931837,-1.3000654857945293,1.4807436056243752,0.009159629786139833,0.8117750283120315,-0.07259757228632938,-0.5412962840800977,-0.1326809563659592,0.2816435858774193,1.5966393510062502,-1.1245070604634988,1.9922502634935706,0.008859551975922968,1.10427284656223
4,-1.2627488590254916,1.2385769657790666,-0.47649258894912766,-0.6757800378608557,1.1376244172565562,-0.6221462548852132,0.7456133834412627,0.0925097652898838,-1.026483814296712,1.0126034643712738,0.9213082519805612,-0.9992863483101416,1.145193671244271,-0.8167663990445146,1.0754926373910392,-1.1245070604634988,1.118336179384414,-0.17579801999643163,0.817246148851183
6,1.0794059668936091,-0.9570822008292788,1.0420670477190295,-0.3784150358621425,-0.7292984466239367,-0.18364558126130046,-0.37978793461790034,0.07897022500201846,1.9060597195386009,-0.8020839916756013,0.6616622548869838,1.3711934900077738,0.6626566995603776,1.0139169091587086,0.15333416555806764,0.44177063089637425,0.34819089886424215,0.48667037049172196,0.474919231363322
